Lineage	Frequency
auto.L.2.1.2	0.3655796181401906
L.1.1XL.1.2_low_1	0.23431228024951264
L	0.2461810582320992
auto.L.2.2	0.15295945617195808
auto.L.1.1	0.0009675872062396
