Lineage	Frequency
auto.L.2.1	0.33477053332964346
auto.L.2.2	0.26116100459182245
auto.L.2	0.0979458611641573
L.1.1XL.2.1.1_low_1	0.24124278840734578
auto.L.2.1.1	0.06487981250703088
