Lineage	Frequency
L.1.1.1XL.1.4_high_1	0.33912487361524285
L.1.1XL.1.1.1_low_1	0.2577050365042175
auto.L.1	0.13253724297745556
auto.L.1.1	0.17219718502940348
auto.L.1.4	0.09843566187368069
