Lineage	Frequency
auto.L.3	0.2047975628454228
auto.L.2.1	0.1766564333434916
auto.L.1	0.3962601229538662
L.1.1XL.2.1.1_high_1	0.21652400968778635
auto.L.2.2	0.005761871169433121
