Lineage	Frequency
L.1.1.1.1XL.1.2_high_1	0.5609880073308133
auto.L.1.1	0.18838189579674497
auto.L.1.1.1.2	0.02766488515466685
L.1.1.1XL.1.2.1_low_1	0.22296521171777484
