Lineage	Frequency
auto.L.1.1.2.3	0.6609216646022255
auto.L.1	0.26905657555982526
auto.L.1.1.2.1	0.06749084156739646
L.1.1.1.1XL.1.1.2.1_high_1	0.0025309182705527734
