Lineage	Frequency
L.1.1XL.5.1_high_1	0.40821378504143985
auto.L.5	0.2861858073598069
auto.L.5.1	0.10867032979513105
auto.L.3	0.14260093660004677
auto.L.1.1	0.05432914120357556
