Lineage	Frequency
auto.L.1.3	0.30965856525528573
auto.L.2.1	0.3059491557730213
L	0.11182320910189675
auto.L.1.1	0.1972199523636111
L.1.1XL.1.2_low_1	0.07534911750618516
