Lineage	Frequency
L.1.1XL.2.1.1_low_1	0.35109719828588704
auto.L.2.1.1	0.24332589413838904
auto.L.2	0.08885805535816763
auto.L.2.1	0.230395105622664
auto.L.2.2	0.08632374659489232
