Lineage	Frequency
auto.L.1	0.21871321398913385
auto.L.2	0.23833900185622678
auto.L.1.3	0.23283207915315737
auto.L.1.1.1	0.08710318343058539
L.1.1.1XL.1.2_high_1	0.22301252157089677
