	trees_s1.0_r1_scale10.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999925)]
lineages	auto.L.1.3 auto.L.1
abundances	0.94038446 0.05961554
resid	3.461401427318062e-12
coverage	100.0
