	trees_s0.2_r4_scale0.01_rep2.variants.tsv
summarized	[('Other', 0.9999999999998193)]
lineages	auto.L.1.1 auto.L.2
abundances	0.73511153 0.26488847
resid	1.5713187149606312e-12
coverage	100.0
