	trees_s1.0_r1_scale0.1_rep1.variants.tsv
summarized	[('Other', 0.9999999999997747)]
lineages	L auto.L.1.1 auto.L.1
abundances	0.62185126 0.33835014 0.03979860
resid	3.907101186427175e-12
coverage	100.0
