	trees_s0.1_r3_scale0.01_rep5.variants.tsv
summarized	[('Other', 0.9999999999992437)]
lineages	auto.L.2 L.1XL.5.1_high_1 auto.L.1.1
abundances	0.56863972 0.22107645 0.21028383
resid	2.08503537998229e-12
coverage	100.0
