	trees_s0.3_r5_scale0.01_rep5.variants.tsv
summarized	[('Other', 0.9999999999995344)]
lineages	auto.L.1.2 auto.L.2.2 L.1.1XL.1.2_low_1 auto.L.2.1.2
abundances	0.40766068 0.28056780 0.21394705 0.09782447
resid	3.093628783805855e-12
coverage	100.0
