	trees_s0.5_r4_scale0.001_rep4.variants.tsv
summarized	[('Other', 0.9999999998900759)]
lineages	auto.L.1.2 auto.L.1.2.1 L.1.2XL.1.2.1_low_1 auto.L.1.1.1 auto.L.1.1
abundances	0.25251668 0.25251668 0.25251668 0.12122498 0.12122498
resid	1.2431483312311172e-10
coverage	100.0
