	trees_s0.9_r1_scale0.1_rep1.variants.tsv
summarized	[('Other', 0.9999999999942555)]
lineages	auto.L.1.3 auto.L.1.2.2
abundances	0.97190426 0.02809574
resid	1.6239249959390964e-11
coverage	100.0
