	trees_s0.7_r5_scale1.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999857)]
lineages	auto.L.1.1.2.1 auto.L.1.1.2
abundances	0.87547534 0.12452466
resid	3.719688385602801e-12
coverage	100.0
