	trees_s0.2_r4_scale0.0001_rep4.variants.tsv
summarized	[('Other', 0.9999999999999993)]
lineages	auto.L.1.1 L.1.1XL.2.1.1_high_1 auto.L.1 auto.L.3 auto.L.2.2.1 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2XL.3_high_1 L
abundances	0.20426138 0.20426138 0.20426138 0.04840198 0.04840198 0.04840198 0.04840198 0.04840198 0.04840198 0.04840198 0.04840198
resid	1.8074430840897548e-13
coverage	100.0
