	trees_s0.4_r5_scale10.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999993)]
lineages	auto.L.2 auto.L.1
abundances	0.83370853 0.16629147
resid	1.3714179914842611e-12
coverage	100.0
