	trees_s0.3_r5_scale0.0001_rep1.variants.tsv
summarized	[('Other', 0.9999999999999946)]
lineages	auto.L.2.1.2 L.1.2XL.2.1.2_high_1 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 auto.L.1.2 auto.L.1.1 auto.L.1 L.2.1.1XL.2.1.2_low_1 L
abundances	0.14643526 0.14643526 0.07856994 0.07856994 0.07856994 0.07856994 0.07856994 0.07856994 0.07856994 0.07856994 0.07856994
resid	8.329892331460087e-12
coverage	100.0
