	trees_s0.3_r5_scale1.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999947)]
lineages	auto.L.2.2 auto.L.2.1.2
abundances	0.90287277 0.09712723
resid	1.8725469888297183e-12
coverage	100.0
