	trees_s0.2_r4_scale0.0001_rep3.variants.tsv
summarized	[('Other', 1.0000000000000004)]
lineages	auto.L.3 auto.L.2.2.1 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2XL.3_high_1 L auto.L.1.1 L.1.1XL.2.1.1_high_1 auto.L.1
abundances	0.10738333 0.10738333 0.10738333 0.10738333 0.10738333 0.10738333 0.10738333 0.10738333 0.04697778 0.04697778 0.04697778
resid	1.806610416821286e-13
coverage	100.0
