	trees_s0.7_r5_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999871)]
lineages	auto.L.1.2 auto.L.1.1 auto.L.1.1.2.2 L
abundances	0.42751005 0.31184817 0.20552255 0.05511923
resid	3.1747558387237205e-12
coverage	100.0
