	trees_s0.5_r4_scale0.1_rep3.variants.tsv
summarized	[('Other', 0.9999999999999678)]
lineages	L.1.1.1XL.1.2_high_1 auto.L.1.1 auto.L.1.3
abundances	0.45698355 0.42548811 0.11752834
resid	1.856282508265338e-12
coverage	100.0
