	trees_s0.2_r4_scale10.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999882)]
lineages	auto.L.2.1 L.1.1XL.2.1.1_high_1 auto.L.1 L
abundances	0.46434349 0.34688996 0.11005056 0.07871599
resid	3.810003714607291e-12
coverage	100.0
