	trees_s0.7_r5_scale1.0_rep4.variants.tsv
summarized	[('Other', 0.999999999999994)]
lineages	auto.L.1.1.2.2 auto.L.1.1.1 auto.L.1.1.3
abundances	0.47372209 0.45093609 0.07534182
resid	1.9576242139650834e-12
coverage	100.0
