	trees_s0.0_r5_scale1.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999954)]
lineages	L.1.1XL.1.1.1_high_1 L.1XL.1.1_low_1 auto.L.2.1 auto.L.1.2
abundances	0.38074568 0.35344667 0.20334913 0.06245853
resid	2.306224005090852e-12
coverage	100.0
