	trees_s0.4_r5_scale10.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999966)]
lineages	L.2XL.2.2_high_1 auto.L.2.1.1
abundances	0.79223310 0.20776690
resid	1.089602140346301e-12
coverage	100.0
