	trees_s0.5_r4_scale10.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999996)]
lineages	auto.L.1.1.1 L.1XL.1.2.1_high_1
abundances	0.81130054 0.18869946
resid	1.0243148194660996e-12
coverage	100.0
