	trees_s0.4_r5_scale1.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999876)]
lineages	auto.L.2.1.1 auto.L.2.1 L L.1.1XL.2.2_high_1 auto.L.2.2
abundances	0.43817130 0.27668670 0.14907972 0.11152635 0.02453593
resid	3.1417536804828553e-12
coverage	100.0
