	trees_s0.6_r2_scale1.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999964)]
lineages	auto.L.1.1.2 auto.L.1
abundances	0.86574181 0.13425819
resid	2.2313023913656106e-12
coverage	100.0
