	trees_s0.2_r4_scale0.1_rep2.variants.tsv
summarized	[('Other', 0.999999999999956)]
lineages	L.2XL.2.1_high_1 auto.L.2.1.1 auto.L.1.1
abundances	0.49772070 0.39381379 0.10846551
resid	2.2523158438577274e-12
coverage	100.0
