	trees_s0.7_r5_scale1.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999462)]
lineages	auto.L.1.1.3 L.1XL.1.1.2.1_low_1 auto.L.1 auto.L.1.1.2 L.1.1XL.1.1.4_high_1
abundances	0.54996128 0.20470049 0.11704880 0.06449902 0.06379040
resid	5.9440190804901595e-12
coverage	100.0
