	trees_s0.9_r1_scale0.01_rep1.variants.tsv
summarized	[('Other', 0.999999999999259)]
lineages	auto.L.1.1 L.1XL.1.1.1_high_1
abundances	0.85241216 0.14758784
resid	1.8939675668183045e-12
coverage	100.0
