	trees_s0.0_r5_scale0.01_rep2.variants.tsv
summarized	[('Other', 0.9999999999999752)]
lineages	L.1.1.1XL.3_low_1 L.1.2XL.2.1_high_1
abundances	0.81797196 0.18202804
resid	9.141725449167502e-13
coverage	100.0
