	trees_s0.9_r1_scale0.01_rep5.variants.tsv
summarized	[('Other', 0.9999999999496392)]
lineages	auto.L.1.2 auto.L.1.4
abundances	0.56670894 0.43329106
resid	9.992991309697376e-11
coverage	100.0
