	trees_s1.0_r1_scale1.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999825)]
lineages	L.1.1XL.1.2.2_low_1 auto.L.1.1 auto.L.1 L.1.2.2XL.1.3_high_1
abundances	0.47893158 0.27429439 0.22468226 0.02209178
resid	2.603658652007058e-12
coverage	100.0
