	trees_s0.3_r5_scale0.01_rep3.variants.tsv
summarized	[('Other', 0.9999999999999647)]
lineages	auto.L.2.1.2 L
abundances	0.63558692 0.36441308
resid	4.4858519678105327e-13
coverage	100.0
