	trees_s0.9_r1_scale0.0001_rep4.variants.tsv
summarized	[('Other', 1.0000000000084484)]
lineages	auto.L.1.3.1 auto.L.1.3 auto.L.1.2 auto.L.1.1.1 auto.L.1.1 auto.L.1 L.1XL.1.1.1_high_1 L
abundances	0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000
resid	8.450172808033412e-12
coverage	100.0
