	trees_s0.2_r4_scale1.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999917)]
lineages	auto.L.2.1 L auto.L.1 L.2.1XL.2.1.1_high_1 auto.L.2.2.1
abundances	0.39983198 0.28208956 0.20478636 0.06671416 0.04657794
resid	3.2739199652153587e-12
coverage	100.0
