	trees_s0.0_r5_scale1.0_rep1.variants.tsv
summarized	[('Other', 0.999999999999994)]
lineages	L auto.L.1 auto.L.3 auto.L.2.1
abundances	0.45703900 0.32784727 0.13267895 0.08243478
resid	2.854116209647136e-12
coverage	100.0
