	trees_s1.0_r1_scale0.1_rep3.variants.tsv
summarized	[('Other', 0.9999999999996866)]
lineages	auto.L.1.3 L.1XL.1.2.2_low_1 auto.L.1 auto.L.1.2.2
abundances	0.38672601 0.32426347 0.18719932 0.10181120
resid	3.0717711087472534e-12
coverage	100.0
