	trees_s0.3_r5_scale0.0001_rep2.variants.tsv
summarized	[('Other', 1.0000000000000002)]
lineages	L.1.2XL.2.1.2_high_1 auto.L.2.1.2 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 auto.L.1.2 auto.L.1.1 auto.L.1 L.2.1.1XL.2.1.2_low_1 L
abundances	0.24990540 0.24990540 0.05557658 0.05557658 0.05557658 0.05557658 0.05557658 0.05557658 0.05557658 0.05557658 0.05557658
resid	2.0133894551577214e-13
coverage	100.0
