	trees_s0.3_r5_scale10.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999971)]
lineages	auto.L.2.1.2 auto.L.2.1 auto.L.2.2 auto.L.2
abundances	0.32811638 0.23853228 0.22856029 0.20479105
resid	1.1273265039088616e-12
coverage	100.0
