	trees_s0.7_r5_scale0.01_rep2.variants.tsv
summarized	[('Other', 0.9999999999991216)]
lineages	auto.L.1.1.3 auto.L.1.1 auto.L.1.1.4 auto.L.1.1.1 auto.L.1.1.1.1
abundances	0.35454198 0.28928022 0.12830196 0.11393792 0.11393792
resid	2.7149992740415505e-12
coverage	100.0
