	trees_s0.0_r5_scale0.1_rep3.variants.tsv
summarized	[('Other', 0.9999999999999926)]
lineages	auto.L.2 L.1XL.2_high_1 auto.L.1.3
abundances	0.71909319 0.23328705 0.04761976
resid	2.384002146212124e-12
coverage	100.0
