	trees_s0.1_r3_scale0.01_rep1.variants.tsv
summarized	[('Other', 0.9999999999999392)]
lineages	L auto.L.4 auto.L.5.1 auto.L.5
abundances	0.45087042 0.26399935 0.19611983 0.08901040
resid	3.08820331501904e-12
coverage	100.0
