	trees_s0.5_r4_scale0.1_rep5.variants.tsv
summarized	[('Other', 0.9999999999999087)]
lineages	auto.L.2 auto.L.1.3 L.1.1.1XL.1.2_high_1 auto.L.1 auto.L.1.1.1
abundances	0.23833900 0.23283208 0.22301252 0.21871321 0.08710318
resid	3.023103784968052e-12
coverage	100.0
