	trees_s0.0_r5_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.999999999999635)]
lineages	auto.L.2.1 L auto.L.1.1.1
abundances	0.59176531 0.24702838 0.16120630
resid	3.185259130229046e-12
coverage	100.0
