	trees_s0.4_r5_scale0.001_rep5.variants.tsv
summarized	[('Other', 0.9999999999999949)]
lineages	auto.L.1 auto.L.1.1 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2.1XL.2.2_high_1 L
abundances	0.13136289 0.13136289 0.12287904 0.12287904 0.12287904 0.12287904 0.12287904 0.12287904
resid	8.320011346540923e-13
coverage	100.0
