	trees_s0.3_r5_scale0.01_rep1.variants.tsv
summarized	[('Other', 0.9999999999999838)]
lineages	auto.L.2.1.1 L
abundances	0.70117928 0.29882072
resid	4.651481788108736e-13
coverage	100.0
