	trees_s0.2_r4_scale1.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999934)]
lineages	auto.L.3 auto.L.2.2.1 auto.L.1.1
abundances	0.57979864 0.40705885 0.01314251
resid	2.7184991707982893e-12
coverage	100.0
