	trees_s0.3_r5_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.9999999999992395)]
lineages	auto.L.2.1.1 L auto.L.1.2 auto.L.1 auto.L.2.1.2
abundances	0.38766164 0.28068099 0.18541955 0.10479129 0.04144652
resid	5.301241699255725e-12
coverage	100.0
