	trees_s0.7_r5_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.9999999999982719)]
lineages	L.1XL.1.1.2.1_high_1 auto.L.1.1 auto.L.1.1.4 auto.L.1.1.1 auto.L.1.1.1.1
abundances	0.39539905 0.38326608 0.11499925 0.05316781 0.05316781
resid	4.3700555441025955e-12
coverage	100.0
