	trees_s0.4_r5_scale10.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999994)]
lineages	L.2.1XL.2.2_low_1 auto.L.2
abundances	0.56128023 0.43871977
resid	1.7621376891139303e-13
coverage	100.0
