	trees_s0.0_r5_scale0.1_rep5.variants.tsv
summarized	[('Other', 0.9999999999999748)]
lineages	auto.L.1.1 auto.L.1.1.1 auto.L.1.2 L
abundances	0.41180491 0.25811660 0.24206104 0.08801745
resid	3.643253857381402e-12
coverage	100.0
