	trees_s0.5_r4_scale0.01_rep1.variants.tsv
summarized	[('Other', 0.9999999999998805)]
lineages	L.1.2.1XL.1.3_high_1 auto.L.1.3
abundances	0.78205011 0.21794989
resid	1.0342452640435276e-12
coverage	100.0
