	trees_s0.3_r5_scale1.0_rep4.variants.tsv
summarized	[('Other', 1.0000000000000007)]
lineages	auto.L.2.1.2 L.2.1XL.2.2_high_1
abundances	0.72895069 0.27104931
resid	7.339651937382323e-13
coverage	100.0
