	trees_s0.2_r4_scale10.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999953)]
lineages	L auto.L.2.2.1 auto.L.2.1.1
abundances	0.71567225 0.18274885 0.10157889
resid	2.390223523310255e-12
coverage	100.0
