	trees_s0.3_r5_scale0.0001_rep4.variants.tsv
summarized	[('Other', 1.0000000000102376)]
lineages	auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 auto.L.1.2 auto.L.1.1 auto.L.1 L.2.1.1XL.2.1.2_low_1 L
abundances	0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111
resid	1.0239725643311595e-11
coverage	100.0
