	trees_s0.9_r1_scale0.1_rep5.variants.tsv
summarized	[('Other', 0.9999999999999463)]
lineages	auto.L.1.3 auto.L.1.2.1 L auto.L.1.4
abundances	0.41185346 0.39491711 0.15918780 0.03404163
resid	2.4853860848688632e-12
coverage	100.0
