	trees_s0.6_r2_scale0.1_rep5.variants.tsv
summarized	[('Other', 0.9999999999999948)]
lineages	auto.L.1.3 L.1XL.1.2.1_high_1
abundances	0.76553155 0.23446845
resid	6.98785917298125e-13
coverage	100.0
