	trees_s0.2_r4_scale0.1_rep1.variants.tsv
summarized	[('Other', 0.999999999999999)]
lineages	auto.L.2.1.1 L
abundances	0.69719214 0.30280786
resid	7.828376655893928e-13
coverage	100.0
